idx_user,idx_item,treated,outcome,propensity,causal_effect,causal_effect_expectation,pred,prob_outcome_treated,prob_outcome_control,prob_outcome,idx_time
13,1367,0,0,0.0075343573191057,0.0,0.0002321803696973,6.911435527454006e-05,0.0002978184796366,6.563810993930737e-05,6.911435527454006e-05,0
13,321,0,0,0.0075224217054243,0.0,0.0001314508480511,6.688485994310329e-05,0.0001822555952467,5.080474719557795e-05,6.688485994310329e-05,0
13,380,0,0,0.0075105144311441,0.0,0.000100786331088,6.688485994310329e-05,0.0001663201663201,6.553383523211971e-05,6.688485994310329e-05,0
13,917,0,0,0.0074986354066191,0.0,0.0005501386522468,6.688485994310329e-05,0.0006089670396589,5.882838741208268e-05,6.688485994310329e-05,0
13,497,0,0,0.0074867845425573,0.0,0.0004189378399697,6.46553646116665e-05,0.0004696725711218,5.073473115204738e-05,6.46553646116665e-05,0
13,545,0,0,0.0074749617500192,0.0,0.0001623169721181,6.46553646116665e-05,0.0002186987424822,5.638177036409703e-05,6.46553646116665e-05,0
13,978,0,0,0.0074631669404162,0.0,0.0002823664582162,6.46553646116665e-05,0.0003377009320545,5.5334473838321894e-05,6.46553646116665e-05,0
13,1008,0,0,0.0074514000255088,0.0,-3.2087033405263927e-05,6.46553646116665e-05,3.648935879074265e-05,6.857639219600658e-05,6.46553646116665e-05,0
13,1107,0,0,0.0074396609174053,0.0,1.4495219063677343e-05,6.46553646116665e-05,7.874015748031496e-05,6.424493841663761e-05,6.46553646116665e-05,0
13,1208,0,0,0.0074279495285596,0.0,8.476135358211375e-05,6.46553646116665e-05,0.0001468428781204,6.20815245382974e-05,6.46553646116665e-05,0
13,949,0,0,0.0074162657717699,0.0,1.6000601639506975e-05,6.242586928022972e-05,7.608207734503983e-05,6.008147570553286e-05,6.242586928022972e-05,0
13,1207,0,0,0.0074046095601772,0.0,0.000416058402658,6.242586928022972e-05,0.0004451430717654,2.908466910735515e-05,6.242586928022972e-05,0
13,328,0,0,0.0073929808072634,0.0,0.0006127511691459,6.019637394879294e-05,0.000660538338746,4.7787169600078286e-05,6.019637394879294e-05,0
13,330,0,0,0.0073813794268498,0.0,8.85716713941214e-05,6.019637394879294e-05,0.0001403246176154,5.17529462212956e-05,6.019637394879294e-05,0
13,337,0,0,0.0073698053330957,0.0,0.000374737319673,6.019637394879294e-05,0.0004290924694271,5.435514975409956e-05,6.019637394879294e-05,0
13,589,0,0,0.0073582584404964,0.0,0.0001781052148387,6.019637394879294e-05,0.0002349210078111,5.681579297234094e-05,6.019637394879294e-05,0
13,682,0,0,0.007346738663882,0.0,0.0001006115064714,6.019637394879294e-05,0.0001594006535426,5.878914707122645e-05,6.019637394879294e-05,0
13,1106,0,0,0.0073352459184157,0.0,0.0010057411708155,6.019637394879294e-05,0.001063829787234,5.8088616418524016e-05,6.019637394879294e-05,0
13,1206,0,0,0.0073237801195921,0.0,7.347460225480845e-05,6.019637394879294e-05,0.0001311733455761,5.769874332137047e-05,6.019637394879294e-05,0
13,210,0,0,0.0073123411832359,0.0,6.228273862242498e-05,5.796687861735618e-05,0.0001141682840506,5.188554542826576e-05,5.796687861735618e-05,0
13,698,0,0,0.0073009290255001,0.0,-2.481127680754365e-05,5.796687861735618e-05,3.4747558983981374e-05,5.955883579152502e-05,5.796687861735618e-05,0
13,729,0,0,0.0072895435628647,0.0,0.0004039727468563,5.796687861735618e-05,0.0004599816007359,5.600885387962129e-05,5.796687861735618e-05,0
13,864,0,0,0.0072781847121351,0.0,0.000197528519992,5.796687861735618e-05,0.0002520002520002,5.447173200815714e-05,5.796687861735618e-05,0
13,899,0,0,0.0072668523904403,0.0,0.0008129289489639,5.796687861735618e-05,0.0008688097306689,5.588078170507911e-05,5.796687861735618e-05,0
13,933,0,0,0.0072555465152318,0.0,0.0014685712225661,5.796687861735618e-05,0.0015243902439024,5.5819021336262715e-05,5.796687861735618e-05,0
13,1148,0,0,0.0072442670042821,0.0,8.544685363692845e-05,5.796687861735618e-05,0.000139311337621,5.3864483984098266e-05,5.796687861735618e-05,0
13,305,0,0,0.0072330137756827,0.0,4.447311414246768e-05,5.573738328591939e-05,9.154574998855678e-05,4.70726358460891e-05,5.573738328591939e-05,0
13,334,0,0,0.007221786747843,0.0,0.0002226271293684,5.573738328591939e-05,0.0002710394362379,4.841230686947581e-05,5.573738328591939e-05,0
13,901,0,0,0.0072105858394891,0.0,8.459547427006937e-05,5.573738328591939e-05,0.0001389757487318,5.43802744617769e-05,5.573738328591939e-05,0
13,958,0,0,0.0071994109696615,0.0,0.0008024975813357,5.573738328591939e-05,0.0008390434904209,3.654590908519879e-05,5.573738328591939e-05,0
13,25,0,0,0.0071882620577145,0.0,0.0002799132672581,5.3507887954482615e-05,0.0003217848332081,4.187156595004257e-05,5.3507887954482615e-05,0
13,41,0,0,0.0071771390233143,0.0,0.0003822154785352,5.3507887954482615e-05,0.0004086122898004,2.6396811265199163e-05,5.3507887954482615e-05,0
13,553,0,0,0.0071660417864375,0.0,0.000388688416104,5.3507887954482615e-05,0.0004301075268817,4.141911077771284e-05,5.3507887954482615e-05,0
13,1360,0,0,0.0071549702673698,0.0,3.431820617101478e-05,5.3507887954482615e-05,7.801924734832083e-05,4.370104117730605e-05,5.3507887954482615e-05,0
13,36,0,0,0.0071439243867049,0.0,0.0002583953459633,5.127839262304585e-05,0.0002854560159855,2.706067002218975e-05,5.127839262304585e-05,0
13,223,0,0,0.0071329040653421,0.0,9.605806916966555e-05,5.127839262304585e-05,0.0001458682809423,4.981021177264355e-05,5.127839262304585e-05,0
13,470,0,0,0.0071219092244862,0.0,0.0008318839394422,5.127839262304585e-05,0.0008810572687224,4.917332928025892e-05,5.127839262304585e-05,0
13,471,0,0,0.0071109397856449,0.0,0.0030259371151435,5.127839262304585e-05,0.0030706243602865,4.468724514305504e-05,5.127839262304585e-05,0
13,546,0,0,0.0070999956706282,0.0,0.0007028150601516,5.127839262304585e-05,0.0007327080890973,2.9893028945649876e-05,5.127839262304585e-05,0
13,1009,0,0,0.0070890768015466,0.0,1.3387020581986464e-05,5.127839262304585e-05,6.324977335497881e-05,4.986275277299235e-05,5.127839262304585e-05,0
13,1293,0,0,0.0070781831008098,0.0,0.0002235893725206,5.127839262304585e-05,0.0002574407528711,3.385138035048269e-05,5.127839262304585e-05,0
13,76,0,0,0.0070673144911254,0.0,7.822556894462952e-05,4.9048897291609065e-05,0.0001258890917102,4.766352276557378e-05,4.9048897291609065e-05,0
13,101,0,0,0.0070564708954975,0.0,0.0002449690992052,4.9048897291609065e-05,0.0002902546984979,4.528559929263894e-05,4.9048897291609065e-05,0
13,307,0,0,0.0070456522372253,0.0,6.048432344106773e-05,4.9048897291609065e-05,9.702457956015524e-05,3.654025611908751e-05,4.9048897291609065e-05,0
13,578,0,0,0.0070348584399018,0.0,-3.7480920139676177e-06,4.9048897291609065e-05,4.5484523890746174e-05,4.923261590471379e-05,4.9048897291609065e-05,0
13,806,0,0,0.0070240894274122,0.0,-9.704622002537664e-06,4.9048897291609065e-05,3.988672171034263e-05,4.9591343712880294e-05,4.9048897291609065e-05,0
13,844,0,0,0.0070133451239332,0.0,4.917603204798847e-05,4.9048897291609065e-05,9.593936632048544e-05,4.676333427249697e-05,4.9048897291609065e-05,0
13,1088,0,0,0.0070026254539307,0.0,0.0003247752101732,4.9048897291609065e-05,0.0003466712889505,2.1896078777225644e-05,4.9048897291609065e-05,0
13,42,0,0,0.0069919303421594,0.0,0.0011783683684441,4.458990662873552e-05,0.0012121212121212,3.37528436770798e-05,4.458990662873552e-05,0
13,57,0,0,0.006981259713661,0.0,3.69221856237682e-05,4.458990662873552e-05,8.048937540244688e-05,4.356718977867868e-05,4.458990662873552e-05,0
13,132,0,0,0.0069706134937629,0.0,7.389493265875076e-05,4.458990662873552e-05,0.0001141552511415,4.026031848280174e-05,4.458990662873552e-05,0
13,994,0,0,0.006959991608077,0.0,7.907340399724582e-05,4.458990662873552e-05,0.0001192274064064,4.0154002409240154e-05,4.458990662873552e-05,0
13,1159,0,0,0.0069493939824984,0.0,0.0008592478477292,4.458990662873552e-05,0.0009017132551848,4.246540745558454e-05,4.458990662873552e-05,0
13,1280,0,0,0.0069388205432039,0.0,4.2242484170870713e-05,4.458990662873552e-05,8.573388203017833e-05,4.349139785930762e-05,4.458990662873552e-05,0
13,1282,0,0,0.0069282712166512,0.0,8.746046479927229e-05,4.458990662873552e-05,0.000130556824858,4.309636005874715e-05,4.458990662873552e-05,0
13,1283,0,0,0.0069177459295771,0.0,0.000803551351567,4.458990662873552e-05,0.0008460236886632,4.247233709623338e-05,4.458990662873552e-05,0
13,1147,0,0,0.0069072446089965,0.0,0.0004146814603398,4.2360411297298744e-05,0.0004508905087547,3.6209048414892326e-05,4.2360411297298744e-05,0
13,1212,0,0,0.006896767182201,0.0,0.0007093745601673,4.2360411297298744e-05,0.0007496251874062,4.025062723894114e-05,4.2360411297298744e-05,0
13,1290,0,0,0.0068863135767578,0.0,0.0019189591845043,4.2360411297298744e-05,0.0019569471624266,3.798797792228107e-05,4.2360411297298744e-05,0
13,131,0,0,0.0068758837205083,0.0,0.007869446282073,4.0130915965861966e-05,0.0079051383399209,3.5692057847902754e-05,4.0130915965861966e-05,0
13,902,0,0,0.006865477541567,0.0,0.0001166205496925,4.0130915965861966e-05,0.0001550748236023,3.8454273909793055e-05,4.0130915965861966e-05,0
13,1097,1,0,0.0068550949683202,0.0,0.0001721633839944,4.0130915965861966e-05,0.0002047973785935,3.2633994599073894e-05,4.0130915965861966e-05,0
13,1120,0,0,0.0068447359294245,0.0,0.0002269051129461,4.0130915965861966e-05,0.0002572016460905,3.0296533144407263e-05,4.0130915965861966e-05,0
13,1248,0,0,0.0068344003538062,0.0,0.0001422785801515,4.0130915965861966e-05,0.0001751658601738,3.288728002226938e-05,4.0130915965861966e-05,0
13,1268,0,0,0.0068240881706593,0.0,0.0001899364123763,4.0130915965861966e-05,0.0002204634140964,3.052700172007914e-05,4.0130915965861966e-05,0
13,272,0,0,0.006813799309445,0.0,0.000917533298265,3.790142063442519e-05,0.0009532888465204,3.575554825546446e-05,3.790142063442519e-05,0
13,503,0,0,0.0068035336998901,0.0,0.0002500545752377,3.790142063442519e-05,0.0002840303912518,3.397581601416112e-05,3.790142063442519e-05,0
13,625,0,0,0.0067932912719857,0.0,0.0008988222129403,3.790142063442519e-05,0.0009345794392523,3.575722631195498e-05,3.790142063442519e-05,0
13,1098,0,0,0.0067830719559866,0.0,0.0003655753463686,3.790142063442519e-05,0.0003909686247678,2.539327839920773e-05,3.790142063442519e-05,0
13,384,0,0,0.0067728756824092,0.0,4.716365763235649e-05,3.567192530298841e-05,8.15461143276523e-05,3.43824566952958e-05,3.567192530298841e-05,0
13,474,0,0,0.0067627023820313,0.0,7.886046391020734e-05,3.567192530298841e-05,0.0001097253209465,3.086485703635643e-05,3.567192530298841e-05,0
13,475,0,0,0.00675255198589,0.0,1.5847894973504383e-05,3.567192530298841e-05,5.082462961551168e-05,3.4976734642007294e-05,3.567192530298841e-05,0
13,657,0,0,0.0067424244252813,0.0,0.0008222296493429,3.567192530298841e-05,0.0008536064874093,3.1376838066379944e-05,3.567192530298841e-05,0
13,1062,0,0,0.0067323196317585,0.0,7.432887536410981e-05,3.567192530298841e-05,0.0001069004222566,3.25715468925581e-05,3.567192530298841e-05,0
13,23,0,0,0.0067222375371312,0.0,0.001035290587146,3.3442429971551645e-05,0.0010643959552953,2.9105368149323977e-05,3.3442429971551645e-05,0
13,27,0,0,0.0067121780734641,0.0,0.0004842414860732,3.3442429971551645e-05,0.0005134788189987,2.9237332925510024e-05,3.3442429971551645e-05,0
13,301,0,0,0.0067021411730757,0.0,2.372321620162398e-07,3.3442429971551645e-05,3.3648224635547665e-05,3.3410992473531425e-05,3.3442429971551645e-05,0
13,363,0,0,0.0066921267685375,0.0,2.981495595133723e-05,3.3442429971551645e-05,5.992988203801552e-05,3.0114926086678287e-05,3.3442429971551645e-05,0
13,409,0,0,0.0066821347926728,0.0,4.0169603107740806e-05,3.3442429971551645e-05,7.237461098646595e-05,3.2205007878725146e-05,3.3442429971551645e-05,0
13,696,0,0,0.0066721651785552,0.0,9.518909366599762e-05,3.3442429971551645e-05,0.0001269599441376,3.177085047162693e-05,3.3442429971551645e-05,0
13,788,0,0,0.0066622178595079,0.0,9.043411957530806e-05,3.3442429971551645e-05,0.0001222269754934,3.179285591818336e-05,3.3442429971551645e-05,0
13,820,0,0,0.0066522927691024,0.0,0.0003297343824061,3.3442429971551645e-05,0.0003611412062116,3.140682380547511e-05,3.3442429971551645e-05,0
13,1010,0,0,0.0066423898411574,0.0,-7.1137295654571815e-06,3.3442429971551645e-05,2.6917900403768505e-05,3.4031629969225684e-05,3.3442429971551645e-05,0
13,1202,0,0,0.0066325090097378,0.0,0.0001178358590564,3.3442429971551645e-05,0.0001477213974444,2.9885538387974064e-05,3.3442429971551645e-05,0
13,1213,0,0,0.0066226502091534,0.0,0.000132722903081,3.3442429971551645e-05,0.0001567250728771,2.4002169796149575e-05,3.3442429971551645e-05,0
13,1276,0,0,0.006612813373958,0.0,1.814512899520198e-05,3.3442429971551645e-05,5.079107092973055e-05,3.264594193452857e-05,3.3442429971551645e-05,0
13,112,0,0,0.0066029984389483,0.0,0.000119642532739,3.121293464011486e-05,0.0001472320376914,2.7589504952316136e-05,3.121293464011486e-05,0
13,270,0,0,0.0065932053391626,0.0,0.0008775634245343,3.121293464011486e-05,0.0009066183136899,2.905488915559787e-05,3.121293464011486e-05,0
13,303,0,0,0.00658343400988,0.0,0.0006610541915645,3.121293464011486e-05,0.0006836438215689,2.258963000445016e-05,3.121293464011486e-05,0
13,406,0,0,0.0065736843866193,0.0,0.0001265659933445,3.121293464011486e-05,0.00015596974187,2.940374852557165e-05,3.121293464011486e-05,0
13,469,0,0,0.0065639564051377,0.0,0.0001913634511914,3.121293464011486e-05,0.0002166690741008,2.5305622909410473e-05,3.121293464011486e-05,0
13,588,0,0,0.0065542500014299,0.0,0.0001147887964362,3.121293464011486e-05,0.0001442273022283,2.943850579202602e-05,3.121293464011486e-05,0
13,685,0,0,0.0065445651117271,0.0,1.2241882360822686e-05,3.121293464011486e-05,4.281738385784628e-05,3.0575501497023594e-05,3.121293464011486e-05,0
