idx_user,idx_item,treated,outcome,propensity,causal_effect,causal_effect_expectation,pred,prob_outcome_treated,prob_outcome_control,prob_outcome,idx_time
1762,1289,0,0,0.0151590806705298,0.0,0.0123516666556614,0.0006580597198088,0.0129554655870445,0.000603798931383,0.0006580597198088,0
1762,957,0,0,0.0151250344585453,0.0,0.0009575687114072,0.0006545026402423,0.0015753139044618,0.0006177451930546,0.0006545026402423,0
1762,767,0,0,0.0150911028159305,0.0,0.0005732162089479,0.0006509455606757,0.0012224938875305,0.0006492776785825,0.0006509455606757,0
1762,859,0,0,0.0150572852292095,0.0,0.0004360343845386,0.0006509455606757,0.0010454392711794,0.0006094048866408,0.0006509455606757,0
1762,1291,0,0,0.0150235811877797,0.0,0.0027859914948236,0.0006509455606757,0.0033602584814216,0.0005742669865979,0.0006509455606757,0
1762,158,0,0,0.0149899901838928,0.0,0.0005038663111538,0.0006473884811092,0.0010410736071573,0.0005372072960034,0.0006473884811092,0
1762,195,0,0,0.0149565117126354,0.0,-0.0003644032849059,0.0006473884811092,0.0003120611639881,0.000676464448894,0.0006473884811092,0
1762,911,0,0,0.0149231452719101,0.0,0.0008535283217648,0.0006438314015427,0.0014470034969251,0.0005934751751602,0.0006438314015427,0
1762,38,0,0,0.0148898903624167,0.0,0.0011879733638327,0.0006402743219761,0.0014836067583805,0.0002956333945478,0.0006402743219761,0
1762,1004,0,0,0.0148567464876337,0.0,0.0028172417159542,0.0006402743219761,0.0030801093969889,0.0002628676810347,0.0006402743219761,0
1762,1092,0,0,0.0148237131537993,0.0,0.000535631191749,0.0006402743219761,0.0010188178074798,0.0004831866157307,0.0006402743219761,0
1762,1346,0,0,0.0147907898698935,0.0,0.0001069073174068,0.0006331601628431,0.0006857198834276,0.0005788125660208,0.0006331601628431,0
1762,1228,0,0,0.0147579761476196,0.0,2.568111644911939e-05,0.00062604600371,0.0006496178081895,0.0006239366917403,0.00062604600371,0
1762,872,0,0,0.0147252715013861,0.0,0.0023875585806164,0.0006224889241434,0.0029873039581777,0.0005997453775612,0.0006224889241434,0
1762,299,0,0,0.0146926754482888,0.0,0.0008254994104458,0.0006189318445769,0.0013693806486951,0.0005438812382493,0.0006189318445769,0
1762,335,0,0,0.014660187508093,0.0,0.0070667756138176,0.0006189318445769,0.007357731366162,0.0002909557523444,0.0006189318445769,0
1762,432,0,0,0.0146278072032157,0.0,0.0007823483074879,0.0006189318445769,0.001368749732666,0.0005864014251781,0.0006189318445769,0
1762,717,0,0,0.0145955340587081,0.0,3.057411043741335e-05,0.0006153747650104,0.0006381089779158,0.0006075348674784,0.0006153747650104,0
1762,866,0,0,0.0145633676022383,0.0,0.0004735238759316,0.0006153747650104,0.0010282919237396,0.0005547680478079,0.0006153747650104,0
1762,1239,0,0,0.0145313073640738,0.0,0.001854889489463,0.0006153747650104,0.0024100345073122,0.0005551450178491,0.0006153747650104,0
1762,1338,0,0,0.0144993528770645,0.0,0.0010019478309095,0.0006153747650104,0.0016129032258064,0.0006109553948969,0.0006153747650104,0
1762,1156,0,0,0.0144675036766257,0.0,0.0001274489028947,0.0006118176854438,0.0007337056210002,0.0006062567181055,0.0006118176854438,0
1762,622,1,0,0.0144357593007211,0.0,-0.0001769834488902,0.0006082606058773,0.000437039060366,0.0006140225092562,0.0006082606058773,0
1762,716,0,0,0.0144041192898461,0.0,0.0001483500798898,0.0006082606058773,0.000732103829549,0.0005837537496591,0.0006082606058773,0
1762,910,0,0,0.0143725831870112,0.0,0.0017173126428897,0.0006082606058773,0.002252346193952,0.0005350335510622,0.0006082606058773,0
1762,572,0,0,0.0143411505377255,0.0,0.0012662899963383,0.0006047035263108,0.0018564356435643,0.000590145647226,0.0006047035263108,0
1762,1180,0,0,0.0143098208899803,0.0,0.0026181454376491,0.0006047035263108,0.0031579702863704,0.0005398248487213,0.0006047035263108,0
1762,889,0,0,0.0142785937942327,0.0,0.0014958197832016,0.0006011464467442,0.0020842017507294,0.0005883819675277,0.0006011464467442,0
1762,1251,0,0,0.0142474688033899,0.0,0.005996535258401,0.0005975893671777,0.0065681444991789,0.0005716092407778,0.0005975893671777,0
1762,323,0,0,0.0142164454727927,0.0,0.0015145039700942,0.0005940322876112,0.0018824538620089,0.0003679498919147,0.0005940322876112,0
1762,830,0,0,0.0141855233601999,0.0,0.0005916610584736,0.0005940322876112,0.0011785503830288,0.0005868893245551,0.0005940322876112,0
1762,1157,0,0,0.0141547020257724,0.0,0.0001324405416237,0.0005940322876112,0.0007186059045451,0.0005861653629214,0.0005940322876112,0
1762,629,0,0,0.0141239810320578,0.0,0.0012994431076615,0.0005904752080446,0.001885014137606,0.0005855710299444,0.0005904752080446,0
1762,271,0,0,0.0140933599439746,0.0,0.0009271861253149,0.0005869181284781,0.0014408573100995,0.0005136711847845,0.0005869181284781,0
1762,1209,0,0,0.0140628383287971,0.0,0.000732098499865,0.0005869181284781,0.001265514723777,0.000533416223912,0.0005869181284781,0
1762,624,0,0,0.0140324157561395,0.0,0.0012821685341935,0.0005833610489116,0.0018532246108228,0.0005710560766292,0.0005833610489116,0
1762,172,0,0,0.0140020917979416,0.0,0.0003883746448651,0.0005762468897785,0.0008934988248548,0.0005051241799896,0.0005762468897785,0
1762,794,0,0,0.013971866028453,0.0,-0.0001803277326997,0.0005762468897785,0.000400721298337,0.0005810490310367,0.0005762468897785,0
1762,1022,0,0,0.0139417380242186,0.0,-0.0001407847576237,0.0005762468897785,0.0004388852315119,0.0005796699891357,0.0005762468897785,0
1762,513,0,0,0.0139117073640636,0.0,0.0012819732150951,0.0005691327306454,0.0017846724096509,0.0005026991945558,0.0005691327306454,0
1762,1104,0,0,0.0138817736290787,0.0,0.0007030778689759,0.0005655756510789,0.0010463781813272,0.0003433003123512,0.0005655756510789,0
1762,1279,0,0,0.0138519364026058,0.0,0.0008031783715907,0.0005655756510789,0.0013388801224118,0.0005357017508211,0.0005655756510789,0
1762,1307,0,0,0.013822195270223,0.0,0.0146086927606492,0.0005655756510789,0.0148452305748578,0.0002365378142086,0.0005655756510789,0
1762,736,0,0,0.0137925498197307,0.0,0.0004311957113501,0.0005584614919458,0.0009770992366412,0.000545903525291,0.0005584614919458,0
1762,1204,0,0,0.013762999641137,0.0,0.0006602338712969,0.0005584614919458,0.0011247328759419,0.0004644990046449,0.0005584614919458,0
1762,482,0,0,0.0137335443266439,0.0,8.58688540400673e-05,0.0005549044123793,0.0006359704909692,0.0005501016369291,0.0005549044123793,0
1762,633,0,0,0.0137041834706326,0.0,0.0010981359697593,0.0005549044123793,0.0016018306636155,0.0005036946938562,0.0005549044123793,0
