idx_user,idx_item,treated,outcome,propensity,causal_effect,causal_effect_expectation,pred,prob_outcome_treated,prob_outcome_control,prob_outcome,idx_time
1610,1080,1,0,0.0884509309696959,0.0,0.0001679821478637,0.0,0.0005871251834766,0.0004191430356129,0.0004340012129777,0
1610,1081,0,0,0.0678340186472145,0.0,7.23793139025433e-05,0.0,0.0037731721988297,0.0037007928849272,0.0037057026646561,0
1610,1082,0,0,0.1094981350930784,0.0,0.001839633594544,0.0,0.0045055726820014,0.0026659390874573,0.0028673755353145,0
1610,1083,1,0,0.3893436009859617,0.0,0.0028914063066919,0.0,0.0086317775173635,0.0057403712106716,0.0068661217540325,0
1610,1084,1,0,0.6279070198768847,0.0,0.0290364960831732,0.0,0.0662210380802722,0.037184541997099,0.0554167617203511,0
1610,1085,0,0,0.0526662326654536,0.0,0.0011878071410893,0.0,0.0036624876743203,0.002474680533231,0.0025372378604853,0
1610,1086,1,0,0.447752003546198,0.0,0.0056237624085016,0.0,0.0274134888614579,0.0217897264529562,0.0243077773388306,0
1610,1087,0,0,0.0296215101387505,0.0,-0.001196063388192,0.0,0.0015027236866821,0.0026987870748741,0.0026633578710942,0
1610,1088,0,0,0.096275935745564,0.0,0.0004639352705431,0.0,0.0005008765339343,3.694126339120798e-05,8.160706568812376e-05,0
1610,1089,0,0,0.0852497083474754,0.0,0.0002286330124662,0.0,0.0002610738839091,3.2440871442909134e-05,5.1931769074260576e-05,0
1610,1090,0,0,0.5653681869692063,0.0,0.0021026433137957,0.0,0.0077354844847439,0.0056328411709481,0.0068216088091118,0
1610,1091,0,0,0.2869990670828627,0.0,0.0010663278682503,0.0,0.0016802269598878,0.0006138990916374,0.0009199341950297,0
1610,1092,0,0,0.391485786460275,0.0,0.0002107163655743,0.0,0.0007959180772893,0.000585201711715,0.0006676941738119,0
1610,1093,0,0,0.2035261671201423,0.0,0.0001045129927812,0.0,0.0003280630610106,0.0002235500682293,0.0002448211970643,0
1610,1094,0,0,0.0771483523718908,0.0,0.0008323962548637,0.0,0.0011539571112606,0.0003215608563969,0.0003857788559802,0
1610,1095,0,0,0.0519243502501071,0.0,-9.57891988069238e-05,0.0,0.0001428775539362,0.0002386667527432,0.0002336929608341,0
1610,1096,0,0,0.1505168138375908,0.0,0.0007773043008451,0.0,0.0021440717647928,0.0013667674639476,0.0014837648306931,0
1610,1097,0,0,0.0938629631896492,0.0,0.0001007666094359,0.0,0.0001580777742649,5.731116482895688e-05,6.676941738119217e-05,0
1610,1098,0,0,0.078339073648522,0.0,0.0002398326210621,0.0,0.0002841043610019,4.427173993975018e-05,6.306000530445927e-05,0
1610,1099,0,0,0.5410158966854549,0.0,0.0011751823458179,0.0,0.0026945584318081,0.0015193760859902,0.0021551684165818,0
1610,1100,0,0,0.1629489084127611,0.0,0.0003189363201509,0.0,0.0006601636750628,0.0003412273549119,0.0003931976801336,0
1610,1101,1,0,0.93018515530381,0.0,0.0017799556524386,0.0,0.005499205426627,0.0037192497741884,0.0053749380991859,0
1610,1102,0,0,0.1285515302252169,0.0,0.0005658656417042,0.0,0.0011830733938335,0.0006172077521293,0.0006899506462723,0
1610,1103,0,0,0.4681074023172697,0.0,0.0007821499607619,0.0,0.0058243425822836,0.0050421926215217,0.0054083228078765,0
1610,1104,0,0,0.3725102889817479,0.0,0.0005359229708458,0.0,0.0009260826703046,0.0003901596994588,0.0005897965202005,0
1610,1105,1,0,0.3677010362242636,0.0,0.0017788256258803,0.0,0.0036619874604671,0.0018831618345868,0.0025372378604853,0
1610,1106,0,0,0.0248994285650695,0.0,5.006833837689085e-05,0.0,0.0001489757914338,9.890745305700112e-05,0.0001001541260717,0
1610,1107,0,0,0.0042843709486264,0.0,0.0007614904230216,0.0,0.0008658008658008,0.0001043104427792,0.0001075729502252,0
1610,1108,0,0,0.1045275229102563,0.0,-0.0003218436445491,0.0,0.0009581603321622,0.0012800039767113,0.0012463624577822,0
1610,1109,0,0,0.0983940100413785,0.0,-0.0002668474047158,0.0,0.0021111760381519,0.0023780234428677,0.0023517672566486,0
1610,1110,0,0,0.0315429855944982,0.0,0.0001521767724446,0.0,0.001293584994414,0.0011414082219694,0.0011462083317104,0
1610,1111,0,0,0.1839311978248007,0.0,0.0006230178615389,0.0,0.0036502974689926,0.0030272796074536,0.0031418720289927,0
1610,1112,0,0,0.3375602083947704,0.0,-0.0323312294350986,0.0,0.0229118361336688,0.0552430655687675,0.0443293290229965,0
1610,1113,0,0,0.156242291378028,0.0,0.0012293359894708,0.0,0.0022316924063104,0.0010023564168395,0.0011944306887079,0
1610,1114,0,0,0.1664079351743145,0.0,0.0023678852362169,0.0,0.0026749292258309,0.0003070439896139,0.0007010788825025,0
1610,1115,0,0,0.1604654570273884,0.0,0.0007630368622577,0.0,0.001664393536605,0.0009013566743473,0.0010237977331782,0
1610,1116,0,0,0.4209589201159562,0.0,-0.000158662964482,0.0,0.0038771985478129,0.0040358615122949,0.0039690709221042,0
1610,1117,0,0,0.536097216271707,0.0,0.0004776761613842,0.0,0.0041238968057097,0.0036462206443255,0.003902301504723,0
1610,1118,0,0,0.1951874087716467,0.0,0.0019859208715063,0.0,0.0041429508072102,0.0021570299357039,0.0025446566846387,0
1610,1119,0,0,0.0409834393297834,0.0,0.0004595131700311,0.0,0.000633570167896,0.0001740569978649,0.0001928894279901,0
1610,1120,0,0,0.0721109707716875,0.0,0.0002052316847282,0.0,0.0002572016460905,5.196996136233258e-05,6.676941738119217e-05,0
1610,1121,0,0,0.0609456404207215,0.0,0.0044678377267891,0.0,0.0049300060864272,0.000462168359638,0.0007344635911931,0
1610,1122,0,0,0.0260827310175473,0.0,0.0004546060183337,0.0,0.0005688686624475,0.0001142626441137,0.0001261200106089,0
1610,1123,0,0,0.029740211325206,0.0,-0.0002107546951242,0.0,0.0003741814780168,0.0005849361731411,0.0005786682839703,0
1610,1124,0,0,0.1143630290317136,0.0,8.414637648810372e-05,0.0,0.0008757561505651,0.000791609774077,0.0008012330085743,0
1610,1125,0,0,0.4967997047307987,0.0,-0.0020628418036835,0.0,0.0058911591546298,0.0079540009583133,0.006929181759337,0
1610,1126,0,0,0.3149680341414287,0.0,-7.177151360260488e-05,0.0,0.0046284028477043,0.0047001743613069,0.0046775686287601,0
1610,1127,0,0,0.1926260597326627,0.0,-0.0525189721621948,0.0,0.005026093319725,0.0575450654819198,0.0474285428131068,0
1610,1128,0,0,0.0187436592237313,0.0,0.009619665453684,0.0,0.0150405699584405,0.0054209045047565,0.0056012122358666,0
1610,1129,0,0,0.1305638862768445,0.0,-3.4713844939248794e-05,0.0,0.0005113926927666,0.0005461065377058,0.000541574163203,0
1610,1130,0,0,0.0357828435982039,0.0,0.0001219260161627,0.0,0.0044575752863732,0.0043356492702105,0.0043400121297774,0
1610,1131,0,0,0.2182933365976159,1.0,0.0955595749531246,0.0,0.1084904458057554,0.0129308708526307,0.0337908893129983,0
1610,1132,0,0,0.0883006997805882,0.0,-0.0004941446013975,0.0,0.0005881240941838,0.0010822686955814,0.0010386353814852,0
1610,1133,1,0,0.2997130769758647,0.0,0.0006320503312768,0.0,0.0038367286318968,0.00320467830062,0.0033941120502106,0
1610,1134,0,0,0.1079605837872726,0.0,-5.346875525178416e-05,0.0,0.0010651273857994,0.0011185961410512,0.0011128236230198,0
1610,1135,0,0,0.0218335994836498,0.0,0.0005430591133372,0.0,0.00067957866123,0.0001365195478927,0.0001483764830693,0
1610,1136,0,0,0.0039468144496438,0.0,0.0027078255586904,0.0,0.0028195488721804,0.00011172331349,0.0001224105985321,0
1610,1137,0,0,0.0287201230041044,0.0,0.0010287468451107,0.0,0.0011624152405553,0.0001336683954445,0.0001632141313762,0
1610,1138,0,0,0.0042176015312453,0.0,0.0060596991284858,0.0,0.0061565523306948,9.685320220899804e-05,0.0001224105985321,0
1610,1139,0,0,0.0050930227813542,0.0,0.0005381836731643,0.0,0.0007283321194464,0.0001901484462821,0.0001928894279901,0
1610,1140,0,0,0.0030713931995348,0.0,0.0044662755308621,0.0,0.0048309178743961,0.000364642343534,0.0003783600318267,0
1610,1141,0,0,0.0258638757050201,0.0,0.0009670520908637,0.0,0.0021513087128002,0.0011842566219365,0.0012092683370149,0
1610,1142,0,0,0.2003342180281136,0.0,0.0023786053639225,0.0,0.0027218693873016,0.000343264023379,0.0008197800689579,0
1610,1143,0,0,0.1765772883826777,0.0,0.0023733158616782,0.0,0.0030670658053673,0.0006937499436891,0.0011128236230198,0
1610,1144,0,0,0.1819373888335568,0.0,0.001909593543932,0.0,0.0020592282990978,0.0001496347551657,0.0004970612182822,0
1610,1145,1,0,0.1725748327518829,0.0,0.0014023046988517,0.0,0.0015905940008812,0.0001882893020294,0.000430291800901,0
1610,1146,0,0,0.2128423555508569,0.0,0.0025755731360895,0.0,0.0036075916275989,0.0010320184915094,0.0015802095446882,0
1610,1147,0,0,0.0032679920396016,0.0,0.0033456761529641,0.0,0.003405221339387,5.954518642295319e-05,7.047882945792507e-05,0
1610,1148,0,0,0.0370551719405232,0.0,0.0002117157817997,0.0,0.0003003153310976,8.859954929794488e-05,9.644471399505535e-05,0
1610,1149,0,0,0.0261086969020845,0.0,-0.0014050494177235,0.0,0.000994530084535,0.0023995795022586,0.0023628954928788,0
1610,1150,0,0,0.0043251744814705,0.0,0.0007384161131015,0.0,0.0008576329331046,0.000119216820003,0.0001224105985321,0
1610,1151,0,0,0.1722854986098978,0.0,0.0021311315186583,0.0,0.0036817345060339,0.0015506029873755,0.0019177660436709,0
1610,1152,0,0,0.0311646255626714,0.0,-1.464365661366798e-05,0.0,0.0002380527286794,0.000252696385293,0.0002522400212178,0
1610,1153,0,0,0.0045774145026883,0.0,0.0014935080444046,0.0,0.0048622366288492,0.0033687285844445,0.0033755649898269,0
1610,1154,0,0,0.0683514816319187,0.0,0.0109351084344596,0.0,0.018723034759721,0.0077879263252613,0.0085353571885623,0
1610,1155,0,0,0.0111875868234264,0.0,0.000794142849473,0.0,0.0023209549071618,0.0015268120576887,0.0015356965997674,0
1610,1156,0,0,0.0240889220263034,0.0,0.0007663360030298,0.0,0.0013858946720049,0.0006195586689751,0.000638018877198,0
1610,1157,0,0,0.0191183098434813,0.0,0.0017421233448783,0.0,0.0023282887077997,0.0005861653629214,0.0006194718168143,0
1610,1158,0,0,0.0090991878242258,0.0,0.0016265382118391,0.0,0.0020383204239706,0.0004117822121314,0.0004265823888242,0
1610,1159,0,0,0.0041137379930967,0.0,0.0008309432966597,0.0,0.0009017132551848,7.076995852507958e-05,7.418824153465797e-05,0
1610,1160,0,0,0.0147004000600924,0.0,0.0006629788563964,0.0,0.0010093363613424,0.0003463575049459,0.0003561035593663,0
