idx_user,idx_item,treated,outcome,propensity,causal_effect,causal_effect_expectation,pred,prob_outcome_treated,prob_outcome_control,prob_outcome,idx_time
2230,440,0,0,0.1858347914264126,0.0,-0.0004268936180698,0.0,0.0011635527142876,0.0015904463323574,0.0015111146458822,0
2230,441,0,0,0.0202322841690857,0.0,-3.081616524850116e-05,0.0,0.0002456851544745,0.000276501319723,0.0002758778383107,0
2230,442,0,0,0.0751282459140255,0.0,-0.0153722620788524,0.0,0.0012901945216355,0.016662456600488,0.0155075655147731,0
2230,443,1,0,0.2512563625879827,0.0,-0.0008531616116424,0.0,0.0168260076068194,0.0176791692184618,0.0174648069352209,0
2230,444,0,0,0.0207467590567463,0.0,0.0008649791825383,0.0,0.0022761305780173,0.0014111513954789,0.0014290969101682,0
2230,445,0,0,0.0883132182765339,0.0,0.1697290427769017,0.0,0.1772859032448709,0.0075568604679692,0.0225461784705929,0
2230,446,0,0,0.0443989342665129,0.0,0.0241628643618141,0.0,0.0287169726824899,0.0045541083206758,0.0056269137471666,0
2230,447,0,0,0.1082820515369626,0.0,0.0026943248001063,0.0,0.0035806507144086,0.0008863259143023,0.0011780729311647,0
2230,448,0,0,0.6111489442080565,0.0,0.0012968139617257,0.0,0.0042944810225419,0.0029976670608162,0.0037902135443591,0
2230,449,0,0,0.2622069729987672,0.0,0.0030659671230758,0.0,0.0038104445992635,0.0007444774761876,0.0015483954348431,0
2230,450,1,0,0.9556905396269934,0.0,0.016296617488027,0.0,0.0290293973848186,0.0127327798967915,0.0283073030580188,0
2230,451,1,0,0.5162432397502683,0.0,0.000653691078201,0.0,0.0022771969775385,0.0016235058993374,0.0019609694993438,0
2230,452,0,0,0.3588884857040601,0.0,0.0005469632740226,0.0,0.0016828313117427,0.0011358680377201,0.0013321668588698,0
2230,453,0,0,0.131038245118702,0.0,-0.0001875097286164,0.0,0.0028070974043832,0.0029946071329997,0.0029700361872191,0
2230,454,0,0,0.0953729570127649,0.0,-0.0002081773216455,0.0,0.0013551018280844,0.0015632791497299,0.0015434246629816,0
2230,455,0,0,0.1308046188412136,0.0,-5.578428784625868e-06,0.0,0.0017100675476681,0.0017156459764527,0.0017149162922018,0
2230,456,1,0,0.1767581620073965,0.0,-0.0956392773350008,0.0,0.0877754186644919,0.1834146959994927,0.1665096731220423,0
2230,457,1,0,0.0849256372529526,0.0,0.0004617982739946,0.0,0.0032484635645302,0.0027866652905356,0.0028258838032369,0
2230,458,0,0,0.0815852785620551,0.0,0.0001921324303873,0.0,0.0021324559800158,0.0019403235496284,0.0019559987274824,0
2230,459,0,0,0.040637302660357,0.0,0.0038706803928545,0.0,0.0068499434268065,0.0029792630339519,0.0031365570445778,0
2230,460,0,0,0.0558938441961267,0.0,0.0026710146454553,0.0,0.0058695362177064,0.003198521572251,0.0033478148486897,0
2230,461,0,0,0.003116673957132,0.0,0.0010164840733876,0.0,0.0015948963317384,0.0005784122583508,0.0005815803077901,0
2230,462,0,0,0.3129883783353879,0.0,0.0007394488469321,0.0,0.0044548028094638,0.0037153539625317,0.0039467928579949,0
2230,463,0,0,0.1377376028949775,0.0,0.0013353344465856,0.0,0.0031397174254317,0.001804382978846,0.0019883087445818,0
2230,464,0,0,0.1819501332166858,0.0,0.0007957176596469,0.0,0.0020352966888864,0.0012395790292394,0.0013843599634151,0
2230,465,0,0,0.0236198651926671,0.0,-3.477868905392447e-05,0.0,0.0001052243910138,0.0001400030800677,0.0001391816121207,0
2230,466,0,0,0.0021995665486936,0.0,0.0166353035834298,0.0,0.0169491525423728,0.000313848958943,0.0003504394162325,0
2230,467,0,0,0.0259437010378971,0.0,0.0005007993091815,0.0,0.0005747952291995,7.39959200180652e-05,8.69885075754563e-05,0
2230,468,0,0,0.1036729033284288,0.0,0.0003952987921463,0.0,0.0005034401745259,0.0001081413823796,0.0001491231558436,0
2230,469,0,0,0.0057188730266035,0.0,0.0012762844706009,0.0,0.0013037809647979,2.749649419698989e-05,3.4795403030182525e-05,0
2230,470,0,0,0.0171678033164989,0.0,8.913658021416085e-05,0.0,0.0001447701773434,5.563359712930638e-05,5.7163876406728434e-05,0
2230,471,0,0,0.0024282220543205,0.0,0.0030207956464902,0.0,0.0030706243602865,4.982871379632513e-05,5.7163876406728434e-05,0
2230,472,0,0,0.0204783373762277,0.0,0.00029305405938,0.0,0.0003640997633351,7.104570395508897e-05,7.704696385254702e-05,0
2230,473,0,0,0.0030644808525867,0.0,0.0208399706605847,0.0,0.0210867802108678,0.000246809550283,0.0003106732413409,0
2230,474,0,0,0.0105653755915218,0.0,0.0006730612722928,0.0,0.0007057163020465,3.2655029753755955e-05,3.976617489163717e-05,0
2230,475,0,0,0.0345543205949019,0.0,3.331181447223124e-05,0.0,7.192692224699705e-05,3.8615107774765805e-05,3.976617489163717e-05,0
2230,476,0,0,0.0173542072613035,0.0,-0.0003705605573628,0.0,0.0005728607232366,0.0009434212805995,0.0009369904958842,0
2230,477,0,0,0.0047595140573428,0.0,0.0059299771135804,0.0,0.0078328981723237,0.0019029210587433,0.0019311448681751,0
2230,478,0,0,0.0578697260110549,0.0,0.0013376182465745,0.0,0.0018467617247895,0.0005091434782149,0.0005865510796516,0
2230,479,0,0,0.0296456833817155,0.0,0.0104719235369322,0.0,0.0126592890677397,0.0021873655308075,0.0024978128603809,0
2230,480,0,0,0.0084006044458583,0.0,0.0010881871735804,0.0,0.0011834319526627,9.524477908224136e-05,0.0001043862090905,0
2230,481,0,0,0.1264949596373324,0.0,0.002945725230448,0.0,0.004302934444106,0.001357209213658,0.0017298286077862,0
2230,482,0,0,0.0103864278045094,0.0,0.0020262421786912,0.0,0.0023929169657812,0.00036667478709,0.0003877202051934,0
2230,483,0,0,0.0166085914820853,0.0,-0.0002345144072997,0.0,0.000149644594089,0.0003841590013887,0.0003802640474012,0
2230,484,0,0,0.0390155883405575,0.0,4.4684621335962845e-05,0.0,0.003057714358517,0.003013029737181,0.0030147731339722,0
2230,485,0,0,0.0475777428719131,0.0,0.0018606176598025,0.0,0.0057462257744345,0.0038856081146319,0.0039741321032329,0
2230,486,0,0,0.0174262834532946,0.0,-0.0118488936402684,0.0,0.0059901590244598,0.0178390526647282,0.0176325704855449,0
2230,487,0,0,0.1950903686324412,0.0,0.0018584395398413,0.0,0.007580100643353,0.0057216611035117,0.0060842247584204,0
2230,488,0,0,0.0810335228854336,0.0,0.0009789804855064,0.0,0.0083732057416267,0.0073942252561203,0.007473555493697,0
2230,489,0,0,0.0226132838907225,0.0,0.0005726651151526,0.0,0.0050557784250151,0.0044831133098624,0.0044960631486857,0
2230,490,0,0,0.2335815405416152,0.0,0.0012174749934193,0.0,0.0116724479155583,0.0104549729221389,0.0107393526066727,0
2230,491,1,0,0.2090806060365053,0.0,0.0039461622665422,0.0,0.0086063430174504,0.0046601807509081,0.0054852467491152,0
2230,492,0,0,0.1122449994035073,0.0,-0.0017815907898935,0.0,0.0076391656702537,0.0094207564601472,0.0092207818029983,0
2230,493,0,0,0.042711357219549,0.0,-0.012319490624254,0.0,0.0154204247890602,0.0277399154133142,0.0272137332484988,0
